id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-WCED-13071,历届世界杯,第13届1986墨西哥,球衣号码_70,world_cup,5,1986年球衣有号码吗（70）?,1986背号,球衣背号制度已普遍使用。,1986比赛照片可见球员固定背号。,fact,"1986,背号,球衣,号码","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13072,历届世界杯,第13届1986墨西哥,雷米特杯_71,world_cup,5,1986年冠军奖杯（71）?,1986奖杯,1970年前冠军获雷米特杯，1974年起为大力神杯。,1986年冠军奖杯类型取决于当届年份。,fact,"1986,雷米特杯,大力神杯,奖杯","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,入门,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13073,历届世界杯,第13届1986墨西哥,欧洲整体_72,world_cup,5,1986年欧洲球队表现（72）?,1986欧洲,欧洲球队当届四强占比反映整体竞争力。,1986年欧洲足球与南美形成格局对比。,fact,"1986,欧洲,四强,表现","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13074,历届世界杯,第13届1986墨西哥,南美整体_73,world_cup,5,1986年南美球队表现（73）?,1986南美,南美球队当届成绩体现技术足球传统。,1986年巴西阿根廷等表现受关注。,fact,"1986,南美,巴西,阿根廷","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13075,历届世界杯,第13届1986墨西哥,决赛观众_74,world_cup,5,1986决赛观众规模（74）?,1986决赛观众,决赛球场入场人数以官方统计为准。,1986决赛观众创造当届观赛高峰。,fact,"1986,观众,决赛,入场","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13076,历届世界杯,第13届1986墨西哥,东道主_75,world_cup,5,1986年东道主是谁（75）?,1986东道主,墨西哥为当届东道主。,东道主自动获得决赛圈名额。,fact,"1986,东道主,墨西哥,主办","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,入门,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13077,历届世界杯,第13届1986墨西哥,教练_76,world_cup,5,1986年阿根廷主教练（76）?,1986阿根廷教练,阿根廷主教练率队完成当届全部比赛。,夺冠教练姓名载入当届技术报告。,fact,"1986,教练,阿根廷,主教练","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:阿根廷,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13078,历届世界杯,第13届1986墨西哥,队长_77,world_cup,5,1986年阿根廷队长（77）?,1986阿根廷队长,阿根廷队长决赛捧杯或领衔出场。,队长袖标为当届冠军象征之一。,fact,"1986,队长,阿根廷,袖标","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:阿根廷,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13079,历届世界杯,第13届1986墨西哥,巴西表现_78,world_cup,5,1986年巴西成绩（78）?,1986巴西,巴西当届成绩取决于淘汰赛走势。,1986年巴西为世界足坛关注焦点。,fact,"1986,巴西,成绩,表现","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:巴西,,入门,1986,1986,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13080,历届世界杯,第13届1986墨西哥,阿根廷表现_79,world_cup,5,1986年阿根廷成绩（79）?,1986阿根廷,阿根廷当届成绩与其球星发挥密切相关。,1986年阿根廷在南美足球格局中占重要位置。,fact,"1986,阿根廷,成绩,南美","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:阿根廷,,入门,1986,1986,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13081,历届世界杯,第13届1986墨西哥,意大利表现_80,world_cup,5,1986年意大利成绩（80）?,1986意大利,意大利当届防守与反击风格为其传统。,1986年意大利欧洲杯与世界杯表现常受对比。,fact,"1986,意大利,成绩,防守","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:意大利,,入门,1986,1986,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13082,历届世界杯,第13届1986墨西哥,法国表现_81,world_cup,5,1986年法国成绩（81）?,1986法国,法国当届进攻球员个人能力突出。,1986年法国足球处于上升或巅峰阶段。,fact,"1986,法国,成绩,进攻","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:法国,,入门,1986,1986,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13083,历届世界杯,第13届1986墨西哥,英格兰表现_82,world_cup,5,1986年英格兰成绩（82）?,1986英格兰,英格兰当届成绩影响其国内足球叙事。,1986年英格兰为英伦足球代表。,fact,"1986,英格兰,成绩,英伦","历届,1986,墨西哥",tournament:1986年墨西哥世界杯|team:英格兰,,入门,1986,1986,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13084,历届世界杯,第13届1986墨西哥,最高比分_83,world_cup,5,1986年最大比分差（83）?,1986大比分,当届大比分场次可在技术报告中查阅。,1986年小组赛偶有高进球比赛。,fact,"1986,大比分,进球,纪录","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13085,历届世界杯,第13届1986墨西哥,与上届对比_84,world_cup,5,1986年与上届对比（84）?,1986对比上届,1986年与上届世界杯在冠军、进球数上均有变化。,对比研究可看出足球战术演进。,comparison,"1986,对比,上届,变化","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13086,历届世界杯,第13届1986墨西哥,吉祥物_85,world_cup,5,1986年有吉祥物吗（85）?,1986吉祥物,当届是否有官方吉祥物视FIFA营销安排而定。,1986年吉祥物（若有）成为赛事符号。,fact,"1986,吉祥物,官方,营销","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,入门,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13087,历届世界杯,第13届1986墨西哥,换人规则_86,world_cup,5,1986年换人规则（86）?,1986换人,当届换人名额按当时竞赛规程执行。,1986年规则环境与现代五换人不同。,fact,"1986,换人,规则,名额","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13088,历届世界杯,第13届1986墨西哥,红黄牌_87,world_cup,5,1986年红黄牌制度（87）?,1986红黄牌,1970年起红黄牌逐步普及并完善。,1986年执法尺度影响比赛流畅度。,fact,"1986,红黄牌,裁判,规则","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13089,历届世界杯,第13届1986墨西哥,小组头名_88,world_cup,5,1986年小组头名如何产生（88）?,1986小组,各组头名由小组赛积分与净胜球决定。,1986年小组赛为淘汰赛晋级基础。,fact,"1986,小组,头名,积分","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-13090,历届世界杯,第13届1986墨西哥,八强_89,world_cup,5,1986年八强有哪些队（89）?,1986八强,八强名单由当届淘汰赛结果确定。,1986年八强战为夺冠热门对决阶段。,fact,"1986,八强,淘汰,热门","历届,1986,墨西哥",tournament:1986年墨西哥世界杯,,进阶,1986,1986,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14001,历届世界杯,第14届1990意大利,届次概览,world_cup,5,1990年世界杯是第几届?,第14届世界杯|1990届次,1990年意大利世界杯为男子世界杯第14届。,当届冠军为西德，决赛1比0胜阿根廷。,fact,"1990,第14届,意大利,世界杯","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14002,历届世界杯,第14届1990意大利,冠军,world_cup,5,1990年世界杯冠军是谁?,1990冠军,西德队夺冠，决赛1比0胜阿根廷。,1990年意大利世界杯决赛决出冠军。,fact,"1990,冠军,西德,决赛","历届,1990,意大利",tournament:1990年意大利世界杯|team:西德,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14003,历届世界杯,第14届1990意大利,亚军,world_cup,5,1990年世界杯亚军是谁?,1990亚军,阿根廷队获亚军，决赛0比1负西德。,阿根廷当届决赛负于西德。,fact,"1990,亚军,阿根廷,决赛","历届,1990,意大利",tournament:1990年意大利世界杯|team:阿根廷,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14004,历届世界杯,第14届1990意大利,季军,world_cup,5,1990年世界杯季军是谁?,1990第三名,意大利队获季军，2比1胜英格兰。,三四名决赛决定季军归属。,fact,"1990,季军,意大利,三四名","历届,1990,意大利",tournament:1990年意大利世界杯|team:意大利,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14005,历届世界杯,第14届1990意大利,第四名,world_cup,5,1990年世界杯第四名?,1990殿军,英格兰队获第四名，1比2负意大利。,英格兰为当届殿军。,fact,"1990,第四名,英格兰,殿军","历届,1990,意大利",tournament:1990年意大利世界杯|team:英格兰,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14006,历届世界杯,第14届1990意大利,参赛规模,world_cup,5,1990年世界杯多少队参赛?,1990参赛队数,共24支球队参赛。,赛制随届次扩军逐步演变。,fact,"1990,参赛,队数,规模","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14007,历届世界杯,第14届1990意大利,开幕日期,world_cup,5,1990年世界杯何时开幕?,1990开幕,1990年6月8日开幕。,赛期约一个月。,fact,"1990,6月8日,开幕,日期","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14008,历届世界杯,第14届1990意大利,闭幕日期,world_cup,5,1990年世界杯何时结束?,1990闭幕,1990年7月8日决赛后闭幕。,决赛在罗马奥林匹克球场举行。,fact,"1990,7月8日,闭幕,决赛","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14009,历届世界杯,第14届1990意大利,主办国,world_cup,5,1990年世界杯在哪国举办?,1990主办国,在意大利举办。,1990年意大利世界杯为当届官方主办国。,fact,"1990,意大利,主办,国家","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14010,历届世界杯,第14届1990意大利,决赛球场,world_cup,5,1990年决赛在哪座球场?,1990决赛球场,罗马奥林匹克球场承办决赛。,决赛场地为当届标志性场馆。,fact,"1990,奥林匹克球场,决赛,罗马","历届,1990,意大利",tournament:1990年意大利世界杯|venue:奥林匹克球场,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14011,历届世界杯,第14届1990意大利,赛制概览,world_cup,5,1990年世界杯赛制怎样?,1990赛制,小组赛加淘汰赛结构，具体分组随届次扩军调整。,1990年赛制体现当届FIFA竞赛规程。,fact,"1990,赛制,小组,淘汰","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14012,历届世界杯,第14届1990意大利,三四名赛,world_cup,5,1990年有季军战吗?,1990三四名,有三四名决赛，意大利2比1获季军英格兰。,三四名赛为当届固定场次。,fact,"1990,季军战,三四名,决赛","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14013,历届世界杯,第14届1990意大利,总场次,world_cup,5,1990年共踢多少场?,1990场次,共52场比赛左右（含三四名）。,场次随参赛队数增加而增多。,fact,"1990,场次,比赛,总数","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14014,历届世界杯,第14届1990意大利,总进球,world_cup,5,1990年一共进了多少球?,1990总进球,当届共打入115球。,场均进球偏低，被视为防守型一届。,fact,"1990,115球,进球,总进球","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14015,历届世界杯,第14届1990意大利,决赛比分,world_cup,5,1990年决赛比分多少?,1990决赛比分,西德1比0胜阿根廷。,决赛于7月8日举行。,fact,"1990,决赛,1比0,阿根廷","历届,1990,意大利",tournament:1990年意大利世界杯|team:西德|team:阿根廷,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14016,历届世界杯,第14届1990意大利,决赛日期,world_cup,5,1990年决赛哪天?,1990决赛日期,决赛于1990年7月8日举行。,西德夺冠日载入官方档案。,fact,"1990,7月8日,决赛,日期","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14017,历届世界杯,第14届1990意大利,射手王,world_cup,5,1990年世界杯金靴是谁?,1990最佳射手,萨尔瓦托雷·斯基拉奇6球为当届最佳射手。,金靴为当届进球最多球员（含并列规则）。,fact,"1990,金靴,斯基拉奇,6球","历届,1990,意大利",tournament:1990年意大利世界杯|player:斯基拉奇,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14018,历届世界杯,第14届1990意大利,后续届次,world_cup,5,1990后下一届在哪?,1994下一届,1994年下一届世界杯在美国举办。,四年周期自1990年起延续。,timeline,"1990,1994,下一届,美国","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14019,历届世界杯,第14届1990意大利,官方名称,world_cup,5,1990年官方叫什么?,1990官方名称,英文官方名称为1990 FIFA World Cup。,中文常称第14届世界杯。,definition,"1990,官方名称,World Cup,第14届","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14020,历届世界杯,第14届1990意大利,预选赛,world_cup,5,1990年有预选赛吗?,1990预选赛,当届有预选赛，决赛圈名额经各洲预选产生。,预选赛决定参赛队名单。,fact,"1990,预选赛,名额,各洲","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14021,历届世界杯,第14届1990意大利,闭幕庆祝,world_cup,5,1990年如何庆祝闭幕?,1990闭幕庆祝,西德全国庆祝统一后首夺世界杯。,冠军城市举行游行与纪念活动。,fact,"1990,庆祝,夺冠,西德","历届,1990,意大利",tournament:1990年意大利世界杯|team:西德,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14022,历届世界杯,第14届1990意大利,文化影响,world_cup,5,1990年世界杯文化影响?,1990文化,1990年意大利世界杯深刻影响主办国足球文化。,当届球星与经典瞬间进入流行文化。,fact,"1990,文化,影响,意大利","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14023,历届世界杯,第14届1990意大利,技术报告,world_cup,5,1990年官方档案在哪查?,1990档案,FIFA官方历史与当届技术报告为权威数据口径。,研究当届数据应优先引用官方报告。,fact,"1990,FIFA,档案,技术报告","历届,1990,意大利",tournament:1990年意大利世界杯,,专业,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14024,历届世界杯,第14届1990意大利,数据概览,world_cup,5,1990年世界杯数据概览?,1990数据概览,1990年；冠军西德；最佳射手斯基拉奇6球。,决赛1比0胜阿根廷，主办意大利。,list,"1990,数据,概览,冠军","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14025,历届世界杯,第14届1990意大利,历史意义,world_cup,5,1990年世界杯历史意义?,1990历史意义,1990年意大利世界杯在世界杯史上具有独特地位。,当届战术、球星与争议常成为后世研究案例。,timeline,"1990,历史意义,意大利,世界杯","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14026,历届世界杯,第14届1990意大利,知识索引,world_cup,5,1990年世界杯要点速览?,1990速览,第14届、西德冠军、斯基拉奇金靴、决赛1比0胜阿根廷。,主办意大利、防守足球与托托之泪为速记要点。,list,"1990,速览,要点,西德","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14027,历届世界杯,第14届1990意大利,防守足球,world_cup,5,1990年为何称防守型?,1990防守,当届场均进球仅2.21，为扩军后最低之一。,链式防守与保守战术主导多数比赛。,fact,"1990,防守,场均,战术","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14028,历届世界杯,第14届1990意大利,斯基拉奇,world_cup,5,1990年斯基拉奇表现?,1990斯基拉奇,意大利斯基拉奇6球夺金靴，世界杯前几乎无名。,进球后亲吻庆祝成经典画面。,fact,"1990,斯基拉奇,金靴,意大利","历届,1990,意大利",tournament:1990年意大利世界杯|team:意大利|player:斯基拉奇,,入门,1990,1990,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14029,历届世界杯,第14届1990意大利,托托之泪,world_cup,5,1990托托之泪指什么?,1990托托之泪,斯基拉奇（托托）三四名战进球后激动落泪。,东道主获季军，全国为之动容。,fact,"1990,托托之泪,斯基拉奇,落泪","历届,1990,意大利",tournament:1990年意大利世界杯|player:斯基拉奇,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14030,历届世界杯,第14届1990意大利,布雷默点球,world_cup,5,1990决赛谁进球?,1990布雷默,安德烈亚斯·布雷默第85分钟点球破门致胜。,阿根廷全场未能扳平。,fact,"1990,布雷默,点球,决赛","历届,1990,意大利",tournament:1990年意大利世界杯|team:西德,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14031,历届世界杯,第14届1990意大利,马拉多纳,world_cup,5,1990年马拉多纳结局?,1990马拉多纳,马拉多纳决赛负西德，对德国球员吃黄牌。,阿根廷整体老化，卫冕失败。,fact,"1990,马拉多纳,阿根廷,决赛","历届,1990,意大利",tournament:1990年意大利世界杯|team:阿根廷|player:马拉多纳,,进阶,1990,1990,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14032,历届世界杯,第14届1990意大利,喀麦隆黑马,world_cup,5,1990年喀麦隆表现?,1990喀麦隆,喀麦隆小组赛胜阿根廷、罗马尼亚，米拉大叔成符号。,非洲球队首次进入八强。,fact,"1990,喀麦隆,米拉,黑马","历届,1990,意大利",tournament:1990年意大利世界杯|team:喀麦隆,,进阶,1990,1990,非洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14033,历届世界杯,第14届1990意大利,加斯科因泪,world_cup,5,1990加斯科因为何落泪?,1990加斯科因,英格兰半决赛负西德，加斯科因吃黄牌无缘决赛。,赛后泪洒球场成英伦经典画面。,fact,"1990,加斯科因,英格兰,泪水","历届,1990,意大利",tournament:1990年意大利世界杯|team:英格兰|player:加斯科因,,进阶,1990,1990,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14034,历届世界杯,第14届1990意大利,意大利主场,world_cup,5,1990意大利为何未夺冠?,1990意大利未冠,意大利获季军，半决赛点球负阿根廷。,防守稳固但进攻效率不足。,fact,"1990,意大利,季军,主场","历届,1990,意大利",tournament:1990年意大利世界杯|team:意大利,,进阶,1990,1990,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14035,历届世界杯,第14届1990意大利,西德统一,world_cup,5,1990西德夺冠意义?,1990西德统一,西德夺冠数月后两德统一，贝肯鲍尔率队。,被视为统一前最后一块足球拼图。,timeline,"1990,西德,统一,贝肯鲍尔","历届,1990,意大利",tournament:1990年意大利世界杯|team:西德,,进阶,1990,1990,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14036,历届世界杯,第14届1990意大利,南斯拉夫,world_cup,5,1990年南斯拉夫参赛?,1990南斯拉夫,南斯拉夫当届参赛，后因地缘政治缺席1994。,1990为南斯拉夫最后一次以统一名义参赛。,timeline,"1990,南斯拉夫,参赛,政治","历届,1990,意大利",tournament:1990年意大利世界杯|team:南斯拉夫,,进阶,1990,1990,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14037,历届世界杯,第14届1990意大利,吉祥物,world_cup,5,1990年世界杯吉祥物?,1990吉祥物,官方吉祥物为意大利 stick figure「Ciao」。,彩色足球头形象深入人心。,fact,"1990,Ciao,吉祥物,意大利","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14038,历届世界杯,第14届1990意大利,主题曲,world_cup,5,1990年主题曲?,1990主题曲,《Un'estate italiana》为当届流行主题曲。,与赛事画面常一同回放。,fact,"1990,主题曲,意大利之夏,音乐","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14039,历届世界杯,第14届1990意大利,转播,world_cup,5,1990年如何观赛?,1990转播,1990年电视转播覆盖进一步扩大。,全球观众通过电视观看决赛圈。,fact,"1990,电视,转播,观赛","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14040,历届世界杯,第14届1990意大利,比赛场馆,world_cup,5,1990年用了几座球场?,1990球场,1990年多座球场分布于意大利各城。,决赛在罗马奥林匹克球场举行。,fact,"1990,球场,场馆,主办","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14041,历届世界杯,第14届1990意大利,FIFA主席,world_cup,5,1990年FIFA主席是谁?,1990 FIFA主席,当届FIFA主席由国际足联理事会选举产生。,具体人选可查FIFA历史主席名单。,fact,"1990,FIFA,主席,国际足联","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14042,历届世界杯,第14届1990意大利,用球,world_cup,5,1990年比赛用什么球?,1990用球,使用当届官方认证比赛用球。,用球技术随制造商迭代改进。,fact,"1990,用球,官方,足球","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14043,历届世界杯,第14届1990意大利,球衣号码,world_cup,5,1990年球衣有号码吗?,1990背号,球衣背号制度已普遍使用。,1990比赛照片可见球员固定背号。,fact,"1990,背号,球衣,号码","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14044,历届世界杯,第14届1990意大利,大力神杯,world_cup,5,1990年冠军奖杯?,1990奖杯,1974年起冠军捧大力神杯。,1990年西德获大力神杯。,fact,"1990,大力神杯,奖杯,冠军","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14045,历届世界杯,第14届1990意大利,欧洲整体,world_cup,5,1990年欧洲球队表现?,1990欧洲,欧洲球队当届四强占比反映整体竞争力。,1990年欧洲足球与南美形成格局对比。,fact,"1990,欧洲,四强,表现","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14046,历届世界杯,第14届1990意大利,南美整体,world_cup,5,1990年南美球队表现?,1990南美,南美球队当届成绩体现技术足球传统。,1990年巴西阿根廷等表现受关注。,fact,"1990,南美,巴西,阿根廷","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14047,历届世界杯,第14届1990意大利,决赛观众,world_cup,5,1990决赛观众规模?,1990决赛观众,决赛球场入场人数以官方统计为准。,1990决赛观众创造当届观赛高峰。,fact,"1990,观众,决赛,入场","历届,1990,意大利",tournament:1990年意大利世界杯,,进阶,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-14048,历届世界杯,第14届1990意大利,东道主,world_cup,5,1990年东道主是谁?,1990东道主,意大利为当届东道主。,东道主自动获得决赛圈名额。,fact,"1990,东道主,意大利,主办","历届,1990,意大利",tournament:1990年意大利世界杯,,入门,1990,1990,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
