id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-RECD-00354,纪录与统计,连胜不败,法国连胜,both,4,世界杯法国连胜纪录?,法国连胜,法国2018年夺冠表现,法国2018年夺冠表现。,fact,"法国连胜,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00355,纪录与统计,连胜不败,德国连胜,both,4,世界杯德国连胜纪录?,德国连胜,德国2014年7-1巴西,德国2014年7-1巴西。,fact,"德国连胜,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00356,纪录与统计,连胜不败,小组赛全胜,both,4,世界杯小组赛全胜出线?,小组赛全胜,全胜出线增加淘汰赛信心,全胜出线增加淘汰赛信心。,fact,"小组赛全胜,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00357,纪录与统计,连胜不败,淘汰赛连胜,both,4,世界杯淘汰赛连胜夺冠?,淘汰赛连胜,淘汰赛每场都是生死战,淘汰赛每场都是生死战。,fact,"淘汰赛连胜,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00358,纪录与统计,连胜不败,不败夺冠,both,4,世界杯不败夺冠球队?,不败夺冠,部分冠军全程不败,部分冠军全程不败。,fact,"不败夺冠,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00359,纪录与统计,连胜不败,黑马连胜,both,4,世界杯黑马连胜案例?,黑马连胜,2002韩国、2022摩洛哥,2002韩国、2022摩洛哥。,fact,"黑马连胜,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00360,纪录与统计,连胜不败,连胜终结,both,4,世界杯连胜终结时刻?,连胜终结,强队连胜终会被打破,强队连胜终会被打破。,fact,"连胜终结,连胜不败,纪录,世界杯","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00361,纪录与统计,连胜不败,连胜不败351,both,4,巴西世界杯连胜纪录?,巴西连胜,巴西2002年七场全胜夺冠，为世界杯全胜夺冠范例。,巴西共5次夺冠。,fact,"巴西,2002,全胜,5冠","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00362,纪录与统计,连胜不败,连胜不败352,both,4,西班牙2010不败?,西班牙2010,西班牙2010年夺冠仅负瑞士一场，整体统治力强。,tiki-taka巅峰。,fact,"西班牙,2010,夺冠,不败","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00363,纪录与统计,连胜不败,连胜不败353,both,4,1930年冠军乌拉圭夺冠之路?,1930乌拉圭之路,乌拉圭在1930年世界杯最终夺冠。,该届乌拉圭主办，70球。,fact,"1930,乌拉圭,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00364,纪录与统计,连胜不败,连胜不败354,both,4,1930年世界杯不败球队?,1930不败,1930年乌拉圭夺冠，小组赛与淘汰赛表现见官方统计。,决赛蒙得维的亚。,fact,"1930,不败,乌拉圭,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00365,纪录与统计,连胜不败,连胜不败355,both,4,1934年冠军意大利夺冠之路?,1934意大利之路,意大利在1934年世界杯最终夺冠。,该届意大利主办，70球。,fact,"1934,意大利,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00366,纪录与统计,连胜不败,连胜不败356,both,4,1934年世界杯不败球队?,1934不败,1934年意大利夺冠，小组赛与淘汰赛表现见官方统计。,决赛罗马。,fact,"1934,不败,意大利,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00367,纪录与统计,连胜不败,连胜不败357,both,4,1938年冠军意大利夺冠之路?,1938意大利之路,意大利在1938年世界杯最终夺冠。,该届法国主办，84球。,fact,"1938,意大利,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00368,纪录与统计,连胜不败,连胜不败358,both,4,1938年世界杯不败球队?,1938不败,1938年意大利夺冠，小组赛与淘汰赛表现见官方统计。,决赛巴黎。,fact,"1938,不败,意大利,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00369,纪录与统计,连胜不败,连胜不败359,both,4,1950年冠军乌拉圭夺冠之路?,1950乌拉圭之路,乌拉圭在1950年世界杯最终夺冠。,该届巴西主办，88球。,fact,"1950,乌拉圭,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00370,纪录与统计,连胜不败,连胜不败360,both,4,1950年世界杯不败球队?,1950不败,1950年乌拉圭夺冠，小组赛与淘汰赛表现见官方统计。,决赛里约热内卢。,fact,"1950,不败,乌拉圭,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00371,纪录与统计,连胜不败,连胜不败361,both,4,1954年冠军西德夺冠之路?,1954西德之路,西德在1954年世界杯最终夺冠。,该届瑞士主办，140球。,fact,"1954,西德,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00372,纪录与统计,连胜不败,连胜不败362,both,4,1954年世界杯不败球队?,1954不败,1954年西德夺冠，小组赛与淘汰赛表现见官方统计。,决赛伯尔尼。,fact,"1954,不败,西德,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00373,纪录与统计,连胜不败,连胜不败363,both,4,1958年冠军巴西夺冠之路?,1958巴西之路,巴西在1958年世界杯最终夺冠。,该届瑞典主办，126球。,fact,"1958,巴西,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00374,纪录与统计,连胜不败,连胜不败364,both,4,1958年世界杯不败球队?,1958不败,1958年巴西夺冠，小组赛与淘汰赛表现见官方统计。,决赛斯德哥尔摩。,fact,"1958,不败,巴西,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00375,纪录与统计,连胜不败,连胜不败365,both,4,1962年冠军巴西夺冠之路?,1962巴西之路,巴西在1962年世界杯最终夺冠。,该届智利主办，89球。,fact,"1962,巴西,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00376,纪录与统计,连胜不败,连胜不败366,both,4,1962年世界杯不败球队?,1962不败,1962年巴西夺冠，小组赛与淘汰赛表现见官方统计。,决赛圣地亚哥。,fact,"1962,不败,巴西,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00377,纪录与统计,连胜不败,连胜不败367,both,4,1966年冠军英格兰夺冠之路?,1966英格兰之路,英格兰在1966年世界杯最终夺冠。,该届英格兰主办，89球。,fact,"1966,英格兰,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00378,纪录与统计,连胜不败,连胜不败368,both,4,1966年世界杯不败球队?,1966不败,1966年英格兰夺冠，小组赛与淘汰赛表现见官方统计。,决赛伦敦。,fact,"1966,不败,英格兰,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00379,纪录与统计,连胜不败,连胜不败369,both,4,1970年冠军巴西夺冠之路?,1970巴西之路,巴西在1970年世界杯最终夺冠。,该届墨西哥主办，95球。,fact,"1970,巴西,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00380,纪录与统计,连胜不败,连胜不败370,both,4,1970年世界杯不败球队?,1970不败,1970年巴西夺冠，小组赛与淘汰赛表现见官方统计。,决赛墨西哥城。,fact,"1970,不败,巴西,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00381,纪录与统计,连胜不败,连胜不败371,both,4,1974年冠军西德夺冠之路?,1974西德之路,西德在1974年世界杯最终夺冠。,该届西德主办，97球。,fact,"1974,西德,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00382,纪录与统计,连胜不败,连胜不败372,both,4,1974年世界杯不败球队?,1974不败,1974年西德夺冠，小组赛与淘汰赛表现见官方统计。,决赛慕尼黑。,fact,"1974,不败,西德,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00383,纪录与统计,连胜不败,连胜不败373,both,4,1978年冠军阿根廷夺冠之路?,1978阿根廷之路,阿根廷在1978年世界杯最终夺冠。,该届阿根廷主办，102球。,fact,"1978,阿根廷,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00384,纪录与统计,连胜不败,连胜不败374,both,4,1978年世界杯不败球队?,1978不败,1978年阿根廷夺冠，小组赛与淘汰赛表现见官方统计。,决赛布宜诺斯艾利斯。,fact,"1978,不败,阿根廷,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00385,纪录与统计,连胜不败,连胜不败375,both,4,1982年冠军意大利夺冠之路?,1982意大利之路,意大利在1982年世界杯最终夺冠。,该届西班牙主办，146球。,fact,"1982,意大利,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00386,纪录与统计,连胜不败,连胜不败376,both,4,1982年世界杯不败球队?,1982不败,1982年意大利夺冠，小组赛与淘汰赛表现见官方统计。,决赛马德里。,fact,"1982,不败,意大利,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00387,纪录与统计,连胜不败,连胜不败377,both,4,1986年冠军阿根廷夺冠之路?,1986阿根廷之路,阿根廷在1986年世界杯最终夺冠。,该届墨西哥主办，132球。,fact,"1986,阿根廷,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00388,纪录与统计,连胜不败,连胜不败378,both,4,1986年世界杯不败球队?,1986不败,1986年阿根廷夺冠，小组赛与淘汰赛表现见官方统计。,决赛墨西哥城。,fact,"1986,不败,阿根廷,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00389,纪录与统计,连胜不败,连胜不败379,both,4,1990年冠军西德夺冠之路?,1990西德之路,西德在1990年世界杯最终夺冠。,该届意大利主办，115球。,fact,"1990,西德,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00390,纪录与统计,连胜不败,连胜不败380,both,4,1990年世界杯不败球队?,1990不败,1990年西德夺冠，小组赛与淘汰赛表现见官方统计。,决赛罗马。,fact,"1990,不败,西德,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00391,纪录与统计,连胜不败,连胜不败381,both,4,1994年冠军巴西夺冠之路?,1994巴西之路,巴西在1994年世界杯最终夺冠。,该届美国主办，141球。,fact,"1994,巴西,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00392,纪录与统计,连胜不败,连胜不败382,both,4,1994年世界杯不败球队?,1994不败,1994年巴西夺冠，小组赛与淘汰赛表现见官方统计。,决赛帕萨迪纳。,fact,"1994,不败,巴西,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00393,纪录与统计,连胜不败,连胜不败383,both,4,1998年冠军法国夺冠之路?,1998法国之路,法国在1998年世界杯最终夺冠。,该届法国主办，171球。,fact,"1998,法国,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00394,纪录与统计,连胜不败,连胜不败384,both,4,1998年世界杯不败球队?,1998不败,1998年法国夺冠，小组赛与淘汰赛表现见官方统计。,决赛圣但尼。,fact,"1998,不败,法国,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00395,纪录与统计,连胜不败,连胜不败385,both,4,2002年冠军巴西夺冠之路?,2002巴西之路,巴西在2002年世界杯最终夺冠。,该届韩日主办，161球。,fact,"2002,巴西,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00396,纪录与统计,连胜不败,连胜不败386,both,4,2002年世界杯不败球队?,2002不败,2002年巴西夺冠，小组赛与淘汰赛表现见官方统计。,决赛横滨。,fact,"2002,不败,巴西,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00397,纪录与统计,连胜不败,连胜不败387,both,4,2006年冠军意大利夺冠之路?,2006意大利之路,意大利在2006年世界杯最终夺冠。,该届德国主办，147球。,fact,"2006,意大利,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00398,纪录与统计,连胜不败,连胜不败388,both,4,2006年世界杯不败球队?,2006不败,2006年意大利夺冠，小组赛与淘汰赛表现见官方统计。,决赛柏林。,fact,"2006,不败,意大利,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00399,纪录与统计,连胜不败,连胜不败389,both,4,2010年冠军西班牙夺冠之路?,2010西班牙之路,西班牙在2010年世界杯最终夺冠。,该届南非主办，145球。,fact,"2010,西班牙,夺冠,之路","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00400,纪录与统计,连胜不败,连胜不败390,both,4,2010年世界杯不败球队?,2010不败,2010年西班牙夺冠，小组赛与淘汰赛表现见官方统计。,决赛约翰内斯堡。,fact,"2010,不败,西班牙,统计","纪录,连胜不败,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00401,纪录与统计,最大比分,10-1匈牙利,both,4,世界杯最大比分之一?,10-1匈牙利,1954年匈牙利10-1胜萨尔瓦多,1954年匈牙利10-1胜萨尔瓦多。,fact,"10-1匈牙利,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00402,纪录与统计,最大比分,7-1德国巴西,both,4,世界杯2014半决赛比分?,7-1德国巴西,德国7-1巴西创半决赛最大比分,德国7-1巴西创半决赛最大比分。,fact,"7-1德国巴西,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00403,纪录与统计,最大比分,5-1荷兰西班牙,both,4,世界杯2014小组赛大比分?,5-1荷兰西班牙,荷兰5-1复仇西班牙,荷兰5-1复仇西班牙。,fact,"5-1荷兰西班牙,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00404,纪录与统计,最大比分,8-0乌拉圭,both,4,世界杯历史大比分?,8-0乌拉圭,多次出现单边进球大赛,多次出现单边进球大赛。,fact,"8-0乌拉圭,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00405,纪录与统计,最大比分,9-0南斯拉夫,both,4,世界杯大比分纪录?,9-0南斯拉夫,早期世界杯进球较多,早期世界杯进球较多。,fact,"9-0南斯拉夫,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00406,纪录与统计,最大比分,6-0阿根廷,both,4,世界杯大比分案例?,6-0阿根廷,强队屠杀弱队时有发生,强队屠杀弱队时有发生。,fact,"6-0阿根廷,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00407,纪录与统计,最大比分,5-0阿联酋,both,4,世界杯1990大比分?,5-0阿联酋,哥伦比亚5-0阿联酋,哥伦比亚5-0阿联酋。,fact,"5-0阿联酋,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00408,纪录与统计,最大比分,4-0多场,both,4,世界杯四球差距常见?,4-0多场,四球差距在世界杯不罕见,四球差距在世界杯不罕见。,fact,"4-0多场,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00409,纪录与统计,最大比分,加时进球,both,4,世界杯加时大比分?,加时进球,加时赛体能下降易出大比分,加时赛体能下降易出大比分。,fact,"加时进球,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00410,纪录与统计,最大比分,净胜球,both,4,世界杯净胜球规则?,净胜球,小组赛净胜球决定出线,小组赛净胜球决定出线。,fact,"净胜球,最大比分,纪录,世界杯","纪录,最大比分,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00411,纪录与统计,最大比分,最大比分401,both,4,世界杯1954匈牙利10比1萨尔瓦多?,1954匈牙利1,1954年世界杯1954匈牙利10比1萨尔瓦多，比分10-1。,匈牙利该场大胜载入史册。,fact,"1954,10-1,大比分,匈牙利","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00412,纪录与统计,最大比分,最大比分402,both,4,世界杯2014德国7比1巴西?,2014德国7比,2014年世界杯2014德国7比1巴西，比分7-1。,德国该场大胜载入史册。,fact,"2014,7-1,大比分,德国","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00413,纪录与统计,最大比分,最大比分403,both,4,世界杯2014荷兰5比1西班牙?,2014荷兰5比,2014年世界杯2014荷兰5比1西班牙，比分5-1。,荷兰该场大胜载入史册。,fact,"2014,5-1,大比分,荷兰","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00414,纪录与统计,最大比分,最大比分404,both,4,世界杯1974南斯拉夫9比0扎伊尔?,1974南斯拉夫,1974年世界杯1974南斯拉夫9比0扎伊尔，比分9-0。,南斯拉夫该场大胜载入史册。,fact,"1974,9-0,大比分,南斯拉夫","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00415,纪录与统计,最大比分,最大比分405,both,4,世界杯1954匈牙利9比0韩国?,1954匈牙利9,1954年世界杯1954匈牙利9比0韩国，比分9-0。,匈牙利该场大胜载入史册。,fact,"1954,9-0,大比分,匈牙利","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00416,纪录与统计,最大比分,最大比分406,both,4,世界杯2002德国8比0沙特?,2002德国8比,2002年世界杯2002德国8比0沙特，比分8-0。,德国该场大胜载入史册。,fact,"2002,8-0,大比分,德国","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00417,纪录与统计,最大比分,最大比分407,both,4,世界杯2010葡萄牙7比0朝鲜?,2010葡萄牙7,2010年世界杯2010葡萄牙7比0朝鲜，比分7-0。,葡萄牙该场大胜载入史册。,fact,"2010,7-0,大比分,葡萄牙","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00418,纪录与统计,最大比分,最大比分408,both,4,世界杯1950巴西7比0瑞典?,1950巴西7比,1950年世界杯1950巴西7比0瑞典，比分7-0。,巴西该场大胜载入史册。,fact,"1950,7-0,大比分,巴西","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00419,纪录与统计,最大比分,最大比分409,both,4,1930年世界杯小组赛大比分数据?,1930小组赛大比分,1930年该届小组赛存在大比分场次，共70球。,乌拉圭夺冠。,fact,"1930,小组赛,大比分,70球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00420,纪录与统计,最大比分,最大比分410,both,4,1934年世界杯小组赛大比分数据?,1934小组赛大比分,1934年该届小组赛存在大比分场次，共70球。,意大利夺冠。,fact,"1934,小组赛,大比分,70球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00421,纪录与统计,最大比分,最大比分411,both,4,1938年世界杯小组赛大比分数据?,1938小组赛大比分,1938年该届小组赛存在大比分场次，共84球。,意大利夺冠。,fact,"1938,小组赛,大比分,84球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00422,纪录与统计,最大比分,最大比分412,both,4,1950年世界杯小组赛大比分数据?,1950小组赛大比分,1950年该届小组赛存在大比分场次，共88球。,乌拉圭夺冠。,fact,"1950,小组赛,大比分,88球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00423,纪录与统计,最大比分,最大比分413,both,4,1954年世界杯小组赛大比分数据?,1954小组赛大比分,1954年该届小组赛存在大比分场次，共140球。,西德夺冠。,fact,"1954,小组赛,大比分,140球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00424,纪录与统计,最大比分,最大比分414,both,4,1958年世界杯小组赛大比分数据?,1958小组赛大比分,1958年该届小组赛存在大比分场次，共126球。,巴西夺冠。,fact,"1958,小组赛,大比分,126球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00425,纪录与统计,最大比分,最大比分415,both,4,1962年世界杯小组赛大比分数据?,1962小组赛大比分,1962年该届小组赛存在大比分场次，共89球。,巴西夺冠。,fact,"1962,小组赛,大比分,89球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00426,纪录与统计,最大比分,最大比分416,both,4,1966年世界杯小组赛大比分数据?,1966小组赛大比分,1966年该届小组赛存在大比分场次，共89球。,英格兰夺冠。,fact,"1966,小组赛,大比分,89球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00427,纪录与统计,最大比分,最大比分417,both,4,1970年世界杯小组赛大比分数据?,1970小组赛大比分,1970年该届小组赛存在大比分场次，共95球。,巴西夺冠。,fact,"1970,小组赛,大比分,95球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00428,纪录与统计,最大比分,最大比分418,both,4,1974年世界杯小组赛大比分数据?,1974小组赛大比分,1974年该届小组赛存在大比分场次，共97球。,西德夺冠。,fact,"1974,小组赛,大比分,97球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00429,纪录与统计,最大比分,最大比分419,both,4,1978年世界杯小组赛大比分数据?,1978小组赛大比分,1978年该届小组赛存在大比分场次，共102球。,阿根廷夺冠。,fact,"1978,小组赛,大比分,102球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00430,纪录与统计,最大比分,最大比分420,both,4,1982年世界杯小组赛大比分数据?,1982小组赛大比分,1982年该届小组赛存在大比分场次，共146球。,意大利夺冠。,fact,"1982,小组赛,大比分,146球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00431,纪录与统计,最大比分,最大比分421,both,4,1986年世界杯小组赛大比分数据?,1986小组赛大比分,1986年该届小组赛存在大比分场次，共132球。,阿根廷夺冠。,fact,"1986,小组赛,大比分,132球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00432,纪录与统计,最大比分,最大比分422,both,4,1990年世界杯小组赛大比分数据?,1990小组赛大比分,1990年该届小组赛存在大比分场次，共115球。,西德夺冠。,fact,"1990,小组赛,大比分,115球","纪录,最大比分,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
